epoch,train_loss,val_loss,val_c_index,val_td_auc,val_td_auc_cases,val_td_auc_ctrls,val_iauc,val_ibs,val_horizon,val_event_of_interest
1,4.818202,5.273493,0.741900,0.796581,753,603,0.799397,0.182063,365.000000,1
2,4.651025,5.196584,0.761090,0.826471,753,603,0.824226,0.169347,365.000000,1
3,4.585054,5.153111,0.772753,0.837087,753,603,0.837150,0.163635,365.000000,1
4,4.565809,5.155322,0.771380,0.837867,753,603,0.836252,0.163337,365.000000,1
5,4.537969,5.140996,0.777113,0.840634,753,603,0.841714,0.161123,365.000000,1
6,4.534752,5.125272,0.778832,0.840789,753,603,0.842655,0.160302,365.000000,1
7,4.518743,5.134944,0.777882,0.840152,753,603,0.842017,0.160615,365.000000,1
8,4.498112,5.124098,0.776385,0.839429,753,603,0.840867,0.160564,365.000000,1
9,4.493730,5.119206,0.778829,0.840595,753,603,0.843834,0.159097,365.000000,1
10,4.474986,5.120114,0.779230,0.840998,753,603,0.843813,0.159377,365.000000,1
11,4.475901,5.125582,0.778429,0.840936,753,603,0.842280,0.160131,365.000000,1
12,4.460054,5.114212,0.778271,0.840028,753,603,0.842885,0.159434,365.000000,1
13,4.455143,5.121135,0.780035,0.842496,753,603,0.845353,0.158849,365.000000,1
14,4.454487,5.116357,0.777243,0.838952,753,603,0.841843,0.159894,365.000000,1
15,4.445147,5.124030,0.777634,0.839776,753,603,0.842487,0.159961,365.000000,1
16,4.435819,5.115545,0.779155,0.840372,753,603,0.843118,0.159903,365.000000,1
17,4.425420,5.124675,0.779271,0.841010,753,603,0.843620,0.159929,365.000000,1
18,4.406678,5.125746,0.776933,0.838805,753,603,0.841953,0.159940,365.000000,1
19,4.405241,5.127941,0.777084,0.838878,753,603,0.841969,0.160189,365.000000,1
20,4.404948,5.134562,0.776309,0.837429,753,603,0.840522,0.161719,365.000000,1
21,4.388268,5.132669,0.775777,0.837146,753,603,0.840292,0.161307,365.000000,1
22,4.386007,5.128408,0.777187,0.838475,753,603,0.842376,0.160126,365.000000,1
23,4.382262,5.133276,0.775479,0.838010,753,603,0.839975,0.160932,365.000000,1
24,4.372636,5.136040,0.777127,0.839588,753,603,0.842025,0.160580,365.000000,1
25,4.363385,5.133387,0.774961,0.837677,753,603,0.840453,0.160804,365.000000,1
26,4.369827,5.140368,0.776828,0.838550,753,603,0.841607,0.161133,365.000000,1
27,4.353658,5.145928,0.775120,0.836661,753,603,0.839051,0.162382,365.000000,1
28,4.334598,5.148634,0.776201,0.838129,753,603,0.841040,0.161517,365.000000,1
29,4.338059,5.136661,0.775155,0.836683,753,603,0.839894,0.160707,365.000000,1
30,4.325209,5.149813,0.773421,0.835805,753,603,0.838270,0.162105,365.000000,1
31,4.326793,5.163236,0.774340,0.835669,753,603,0.838525,0.162505,365.000000,1
32,4.312055,5.151451,0.774958,0.837365,753,603,0.839382,0.161195,365.000000,1
33,4.316339,5.176426,0.774066,0.835900,753,603,0.838561,0.163793,365.000000,1
34,4.297118,5.172920,0.776368,0.838508,753,603,0.841618,0.162029,365.000000,1
35,4.287217,5.173472,0.772738,0.835458,753,603,0.836914,0.164044,365.000000,1
36,4.286509,5.178930,0.771121,0.832381,753,603,0.834926,0.164001,365.000000,1
37,4.286087,5.173777,0.773631,0.835092,753,603,0.838503,0.162958,365.000000,1
38,4.280836,5.204161,0.773216,0.834203,753,603,0.837284,0.165375,365.000000,1
39,4.279956,5.211826,0.775673,0.837096,753,603,0.839009,0.165596,365.000000,1
40,4.254117,5.189144,0.774135,0.834451,753,603,0.837567,0.165374,365.000000,1
41,4.264481,5.199575,0.770748,0.831120,753,603,0.834303,0.165792,365.000000,1
42,4.246620,5.207592,0.773745,0.834526,753,603,0.837359,0.166035,365.000000,1
43,4.246072,5.218405,0.770938,0.832603,753,603,0.834265,0.167329,365.000000,1
