epoch,train_loss,val_loss,val_c_index,val_td_auc,val_td_auc_cases,val_td_auc_ctrls,val_iauc,val_ibs,val_horizon,val_event_of_interest
1,4.266592,4.700757,0.578897,0.654796,38,211,0.632873,0.108435,15.000000,1
2,4.195820,4.713607,0.547874,0.651528,38,211,0.640471,0.107411,15.000000,1
3,4.105508,4.721943,0.564977,0.648956,38,211,0.646916,0.106293,15.000000,1
4,4.089966,4.723140,0.575010,0.626245,38,211,0.644185,0.106872,15.000000,1
5,4.105256,4.730403,0.583430,0.650550,38,211,0.647930,0.107229,15.000000,1
6,4.019093,4.759951,0.581630,0.621085,38,211,0.642127,0.107572,15.000000,1
7,3.910569,4.809803,0.564461,0.599420,38,211,0.615151,0.110335,15.000000,1
8,3.977517,4.790098,0.578238,0.610336,38,211,0.625042,0.109775,15.000000,1
9,3.945705,4.770663,0.603410,0.630259,38,211,0.629820,0.109732,15.000000,1
10,3.933662,4.806271,0.584835,0.620991,38,211,0.621505,0.111664,15.000000,1
11,3.983962,4.773857,0.600083,0.614648,38,211,0.615788,0.111555,15.000000,1
12,3.960673,4.804826,0.605858,0.620883,38,211,0.622289,0.111777,15.000000,1
13,4.003250,4.854667,0.591707,0.590634,38,211,0.614647,0.112788,15.000000,1
14,3.872199,4.832945,0.599567,0.616227,38,211,0.618861,0.111570,15.000000,1
15,3.940042,4.862773,0.593365,0.603004,38,211,0.617401,0.112277,15.000000,1
16,3.858780,4.911397,0.587810,0.582544,38,211,0.604224,0.115323,15.000000,1
17,3.861822,4.889480,0.596219,0.597136,38,211,0.606153,0.114892,15.000000,1
18,3.841420,4.940259,0.581531,0.584991,38,211,0.593433,0.116418,15.000000,1
19,3.814085,4.972732,0.614409,0.597540,38,211,0.606093,0.116403,15.000000,1
20,3.851958,4.977933,0.587448,0.595525,38,211,0.602817,0.117261,15.000000,1
21,3.833591,4.943914,0.606846,0.589173,38,211,0.601982,0.116356,15.000000,1
22,3.784649,4.958355,0.609195,0.592737,38,211,0.604834,0.116618,15.000000,1
23,3.821425,4.987408,0.586449,0.596795,38,211,0.585383,0.119085,15.000000,1
24,3.808349,5.017614,0.615452,0.587099,38,211,0.605368,0.121777,15.000000,1
25,3.834910,4.969540,0.595111,0.592016,38,211,0.606644,0.117127,15.000000,1
26,3.728586,5.028665,0.583167,0.573358,38,211,0.582565,0.120789,15.000000,1
27,3.773915,5.083813,0.584989,0.580690,38,211,0.584556,0.122418,15.000000,1
28,3.712037,5.054150,0.567622,0.574700,38,211,0.571694,0.120982,15.000000,1
29,3.699842,5.092029,0.599798,0.585059,38,211,0.597860,0.120283,15.000000,1
30,3.637710,5.089521,0.600347,0.593303,38,211,0.607010,0.120141,15.000000,1
31,3.733941,5.065506,0.592234,0.580304,38,211,0.582519,0.119200,15.000000,1
32,3.656724,5.121229,0.570828,0.563658,38,211,0.572806,0.122659,15.000000,1
33,3.679413,5.129669,0.607438,0.581313,38,211,0.592133,0.123393,15.000000,1
34,3.669889,5.170810,0.605473,0.603542,38,211,0.611738,0.120547,15.000000,1
35,3.716404,5.212127,0.595231,0.577654,38,211,0.584603,0.124543,15.000000,1
36,3.678759,5.242697,0.573858,0.574968,38,211,0.568973,0.124615,15.000000,1
37,3.682200,5.224072,0.590379,0.601894,38,211,0.604847,0.121635,15.000000,1
38,3.649295,5.162306,0.594221,0.562721,38,211,0.568019,0.123081,15.000000,1
39,3.677533,5.217807,0.593694,0.561313,38,211,0.572124,0.125007,15.000000,1
40,3.574628,5.307814,0.587382,0.576033,38,211,0.589290,0.125103,15.000000,1
41,3.665330,5.229334,0.588129,0.595991,38,211,0.588576,0.123223,15.000000,1
42,3.587873,5.293698,0.557655,0.550106,38,211,0.556227,0.126564,15.000000,1
43,3.687096,5.238517,0.608339,0.596192,38,211,0.612669,0.121021,15.000000,1
44,3.537625,5.332122,0.580422,0.581183,38,211,0.580647,0.126528,15.000000,1
45,3.626019,5.273951,0.578666,0.589383,38,211,0.589966,0.124743,15.000000,1
46,3.592362,5.387885,0.563813,0.555979,38,211,0.567894,0.127101,15.000000,1
47,3.584190,5.292923,0.576427,0.600350,38,211,0.595959,0.123094,15.000000,1
48,3.595049,5.319098,0.599524,0.605507,38,211,0.611153,0.124257,15.000000,1
49,3.538346,5.424291,0.579555,0.582330,38,211,0.585289,0.128817,15.000000,1
50,3.603074,5.417562,0.595385,0.598735,38,211,0.610160,0.124139,15.000000,1
51,3.593409,5.391331,0.587854,0.605037,38,211,0.607437,0.123724,15.000000,1
52,3.535725,5.388905,0.594551,0.606595,38,211,0.610590,0.123633,15.000000,1
53,3.535965,5.443644,0.580203,0.571003,38,211,0.574624,0.128357,15.000000,1
54,3.488775,5.442312,0.569697,0.575698,38,211,0.580428,0.127742,15.000000,1
