epoch,train_loss,val_loss,val_c_index,val_td_auc,val_td_auc_cases,val_td_auc_ctrls,val_iauc,val_ibs,val_horizon,val_event_of_interest
1,4.862205,5.386140,0.707099,0.747684,753,603,0.752488,0.201708,365.000000,1
2,4.726446,5.272700,0.741514,0.799710,753,603,0.798730,0.182774,365.000000,1
3,4.637927,5.222646,0.755977,0.818963,753,603,0.817953,0.172355,365.000000,1
4,4.609528,5.188196,0.763339,0.829701,753,603,0.827125,0.167625,365.000000,1
5,4.589892,5.173966,0.768091,0.829164,753,603,0.830426,0.166824,365.000000,1
6,4.543410,5.172759,0.767443,0.830546,753,603,0.830067,0.165786,365.000000,1
7,4.516541,5.158847,0.772512,0.834760,753,603,0.834888,0.163703,365.000000,1
8,4.503163,5.161304,0.770576,0.833409,753,603,0.833010,0.164002,365.000000,1
9,4.497500,5.163415,0.771414,0.833746,753,603,0.833596,0.164275,365.000000,1
10,4.472748,5.164945,0.773304,0.835593,753,603,0.836037,0.162962,365.000000,1
11,4.474157,5.158230,0.773247,0.834021,753,603,0.834704,0.163461,365.000000,1
12,4.464175,5.141876,0.774693,0.835743,753,603,0.837123,0.162115,365.000000,1
13,4.444514,5.161857,0.773863,0.835946,753,603,0.836783,0.162601,365.000000,1
14,4.438399,5.177948,0.771790,0.834691,753,603,0.834742,0.163542,365.000000,1
15,4.418489,5.174524,0.772733,0.834572,753,603,0.834973,0.163485,365.000000,1
16,4.400421,5.172562,0.772486,0.833117,753,603,0.834684,0.163267,365.000000,1
17,4.401892,5.163352,0.772600,0.833886,753,603,0.834961,0.163283,365.000000,1
18,4.393851,5.178619,0.771332,0.832172,753,603,0.832820,0.164713,365.000000,1
19,4.374923,5.189169,0.771210,0.830645,753,603,0.831793,0.165485,365.000000,1
20,4.378478,5.175348,0.769724,0.830692,753,603,0.831847,0.165229,365.000000,1
21,4.354657,5.194793,0.771110,0.830661,753,603,0.832618,0.166257,365.000000,1
22,4.346799,5.213885,0.768883,0.828202,753,603,0.830025,0.167752,365.000000,1
23,4.335734,5.204735,0.769600,0.828705,753,603,0.830118,0.166874,365.000000,1
24,4.328429,5.197486,0.768517,0.827860,753,603,0.829710,0.167232,365.000000,1
25,4.305441,5.214726,0.767434,0.825209,753,603,0.827869,0.169167,365.000000,1
26,4.304522,5.223566,0.764944,0.823297,753,603,0.825455,0.170353,365.000000,1
27,4.297203,5.250741,0.766725,0.823596,753,603,0.826440,0.171562,365.000000,1
28,4.296219,5.219926,0.764297,0.823557,753,603,0.824363,0.170339,365.000000,1
29,4.286167,5.223128,0.765900,0.824025,753,603,0.825838,0.170193,365.000000,1
30,4.281979,5.276257,0.764788,0.821007,753,603,0.824066,0.173470,365.000000,1
31,4.260943,5.229552,0.762452,0.819733,753,603,0.822027,0.172190,365.000000,1
32,4.240349,5.283224,0.764778,0.823002,753,603,0.825220,0.174893,365.000000,1
